Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	tree_length
9504	-2073.101	-2227.596	154.4946	0.167038	0.396792	0.603208	0.832962	1.405111	0.295454	0.0242275	0.0197625	0.0423049	0.140171	0.0409452	0.0549624	0.000176885	0.00581035	0.0353867	0.126954	0.106104	0.01142	0.170078	0.0484364	0.0830211	0.180793	0.039432	0.00170279	0.0147617	0.120899	0.038836	0.00898255	0.00774851	0.0085008	0.000312401	0.00170409	0.00579835	0.0138014	0.000362128	0.00289497	0.00106021	0.00628999	0.0362149	0.00549493	0.0162795	0.0112103	0.00987409	0.00649329	0.0160451	0.0198317	0.0067539	0.0197622	0.0249445	0.0281912	0.0239982	0.0799574	0.00650686	0.0628639	0.202255	0.0673354	0.036892	0.0111306	0.079306	0.036987	0.000738137	0.00900427	0.00150694	0.00464776	0.00989895	0.0597652	0.200715	0.0215945	0.0332062	0.0572064	0.0216862	0.00386628	0.0130419	0.064461	0.00262868	0.043485	0.0032118	0.00197051	0.00463674	0.0329005	0.0402231	0.00158639	0.045156	0.00151405	0.0452712	0.225474	0.0780985	0.00669983	0.00187263	0.0026628	0.0362217	0.0676164	0.00347036	0.0149594	0.00397939	0.130526	0.771808	0.139717	0.0593126	0.0291621	0.157537	0.406033	0.754881	1.32471	2.46285	6.34771	1.336299	0.0785171	0.00643846	0.00525189	0.0112425	0.0372505	0.0108812	0.0146063	4.70072e-05	0.0015441	0.00940405	0.033738	0.0281973	0.00303487	0.0451984	0.012872	0.0220629	0.0480457	0.0104791	0.000452517	0.00392292	0.0321289	0.0103207	0.00238712	0.00205917	0.00225909	8.30207e-05	0.000452863	0.00154092	0.00366772	9.62356e-05	0.000769339	0.00028175	0.00167157	0.00962414	0.00146028	0.00432629	0.00297914	0.00262404	0.00172559	0.004264	0.00527029	0.00179485	0.00525181	0.00662901	0.00749183	0.00637754	0.0212487	0.0017292	0.0167061	0.0537494	0.0178944	0.00980407	0.00295795	0.0210756	0.00982932	0.00019616	0.00239289	0.000400469	0.00123515	0.00263065	0.0158826	0.05334	0.00573876	0.00882457	0.0152026	0.00576312	0.00102747	0.0034659	0.0171305	0.000698572	0.0115562	0.000853538	0.000523665	0.00123222	0.00874334	0.0106893	0.000421583	0.0120002	0.00040236	0.0120308	0.0599199	0.0207547	0.00178048	0.000497651	0.000707641	0.00962593	0.0179691	0.000922251	0.00397547	0.00105752	0.0346874	3.762927
9540	-2076.647	-2229.718	153.0714	0.151284	0.3892	0.6108	0.848717	1.237565	0.366307	0.0539538	0.00661324	0.0600226	0.112654	0.0588379	0.153446	0.00109193	0.00638683	0.045142	0.114535	0.135761	0.0843031	0.0799282	0.00311958	0.0946168	0.179976	0.0674523	0.00866262	0.0483849	0.281123	0.0878186	0.0167149	0.00672335	0.00947265	0.0029509	0.000370785	0.00763545	0.007965	0.00091416	0.00203272	0.00676711	0.00262873	0.0328794	0.0177225	0.0214242	0.0331927	0.0136619	0.0144469	0.0295377	0.0185939	0.00483104	0.025697	0.038182	0.0183826	0.0216149	0.0991558	0.00798934	0.0264583	0.160753	0.209586	0.0452734	0.011645	0.0543841	0.169827	0.000493469	0.00304333	0.0142997	0.0195512	0.0177895	0.0651427	0.0522919	0.0150627	0.0343411	0.0404139	0.0490484	0.00443744	0.0460316	0.208806	0.000816125	0.0323087	0.00195644	0.00173828	0.00267348	0.0231635	0.0242482	0.029181	0.0191278	0.00460363	0.10511	0.267905	0.0761071	0.00224348	3.87862e-05	0.00312032	0.0346991	0.235829	0.0110171	0.0159575	0.00533718	0.12871	0.772206	0.214373	0.00771412	0.00570686	0.216641	0.474285	0.792374	1.26203	2.10844	4.61592	1.105942	0.0765341	0.0112728	0.00138173	0.0125408	0.0235372	0.0122932	0.0320602	0.000228141	0.00133443	0.00943171	0.0239302	0.0283651	0.0176138	0.0166997	0.000651787	0.0197687	0.0376032	0.0140931	0.00180992	0.0101093	0.0587362	0.0183483	0.00349232	0.00140474	0.00197916	0.000616543	7.74697e-05	0.00159531	0.00166416	0.000190999	0.000424704	0.00141388	0.000549232	0.00686963	0.00370283	0.00447626	0.00693509	0.00285443	0.00301845	0.00617144	0.0038849	0.00100937	0.00536898	0.00797753	0.00384075	0.00451609	0.020717	0.00166925	0.00552805	0.0335868	0.0437897	0.00945916	0.00243303	0.0113627	0.0354827	0.000103103	0.000635856	0.0029877	0.00408492	0.00371683	0.0136105	0.0109256	0.00314711	0.00717503	0.00844385	0.0102479	0.000927132	0.00961758	0.0436267	0.000170516	0.00675039	0.000408768	0.000363187	0.000558581	0.00483965	0.00506627	0.0060969	0.00399645	0.000961856	0.0219611	0.0559746	0.0159014	0.000468741	8.10376e-06	0.000651941	0.00724982	0.0492728	0.00230185	0.00333407	0.00111512	0.0268918	4.786196
9576	-2061.869	-2215.148	153.2787	0.171064	0.398641	0.601359	0.828937	1.451562	0.198156	0.0344886	0.029366	0.0828989	0.0930789	0.143751	0.0965269	0.00542279	0.0106011	0.0286367	0.196801	0.101574	0.0123112	0.201553	0.00681192	0.130429	0.293236	0.0252678	0.00995946	0.0393479	0.35882	0.0567021	0.00248697	0.00420736	0.0051661	0.000761438	0.00181929	0.00502238	0.000564967	0.00211587	0.0013773	0.00266212	0.00297134	0.0510275	0.018357	0.0174107	0.0204067	0.00968323	0.00752239	0.0111812	0.0507504	0.00701972	0.0161208	0.050972	0.00287516	0.0181703	0.117252	0.00831216	0.0286759	0.114234	0.131776	0.0132738	0.0284487	0.0361493	0.113692	0.00022302	0.0054247	0.00293932	0.0363269	0.00424543	0.0135592	0.115157	0.000677202	0.0311725	0.203527	0.00920208	0.00116907	0.0796709	0.113113	0.00952161	0.0357935	0.00156184	0.00348791	0.0106659	0.0246526	0.016099	0.00342732	0.0300454	0.0013369	0.00362367	0.25325	0.0928159	0.00570235	5.81745e-05	0.00494459	0.0252438	0.0768775	0.0314402	0.0342614	0.0044603	0.1478	0.747072	0.153418	0.0976877	0.00182183	0.182285	0.43598	0.771827	1.29563	2.29369	5.48592	1.230797	0.0441161	0.00767832	0.00653786	0.0184561	0.0207225	0.0320037	0.0214901	0.0012073	0.00236017	0.00637549	0.0438146	0.0226138	0.00274088	0.0448725	0.00151656	0.0290379	0.0652843	0.00562545	0.00221731	0.00876016	0.0798854	0.0126238	0.000553682	0.000936699	0.00115015	0.000169522	0.000405036	0.00111815	0.000125781	0.000471064	0.000306634	0.000592678	0.000661519	0.0113604	0.00408688	0.0038762	0.00454322	0.00215581	0.00167474	0.00248931	0.0112987	0.00156282	0.00358903	0.0113481	0.000640108	0.00404533	0.0261043	0.00185057	0.00638422	0.0254324	0.0293378	0.0029552	0.00633363	0.00804804	0.0253116	4.96517e-05	0.00120772	0.000654392	0.0080876	0.000945176	0.00301873	0.0256378	0.000150768	0.00694005	0.0453121	0.00204869	0.000260274	0.0177374	0.0251827	0.00211983	0.00796883	0.000347718	0.000776526	0.0023746	0.00548849	0.00358418	0.000763036	0.00668912	0.00029764	0.000806751	0.0563821	0.0206639	0.00126953	1.29516e-05	0.00110083	0.00562011	0.0171155	0.00699965	0.00762774	0.000993013	0.0329052	4.491685
9612	-2078.129	-2232.967	154.8384	0.155827	0.391451	0.608549	0.844173	1.283699	0.208755	0.0211843	0.00805872	0.0521121	0.0732701	0.0773595	0.116685	0.0138073	0.00422198	0.0115849	0.188927	0.0532601	0.0236614	0.138193	0.0600621	0.0252627	0.147955	0.0240673	0.0109453	0.0972325	0.271774	0.05698	0.00613628	0.00672283	0.0078085	0.00223977	0.00186393	0.00891392	0.00140838	0.000909701	0.00983689	0.00126021	0.00335594	0.0480908	0.0213454	0.0153031	0.00286222	0.00892554	0.00359801	0.0257479	0.0323029	0.000891765	0.0332297	0.0291683	0.00601586	0.0152753	0.103229	0.000795359	0.00530962	0.116377	0.0506346	0.00387491	0.0129253	0.0208847	0.109621	0.0108801	0.00799859	0.00597119	0.047216	0.0189087	0.00186489	0.070308	0.00464754	0.0392346	0.144477	0.0307669	0.0144247	0.0492851	0.053354	0.00951063	0.0261787	0.0180892	0.000277758	0.00174259	0.0171606	0.0167599	0.012935	0.0179533	0.00358481	0.0766	0.173688	0.0152214	0.00237023	1.40958e-05	0.0015991	0.0133749	0.0994869	0.019276	0.00986168	0.00598967	0.163609	0.792675	0.0640858	0.0847177	0.0585217	0.149956	0.396384	0.749238	1.33469	2.52281	6.6686	1.371958	0.0578774	0.00587336	0.00223429	0.0144481	0.0203142	0.021448	0.032351	0.0038281	0.00117055	0.00321192	0.0523802	0.0147664	0.00656014	0.038314	0.0166523	0.00700411	0.0410205	0.00667267	0.0030346	0.0269578	0.0753494	0.0157977	0.00170129	0.00186391	0.00216491	0.000620978	0.000516775	0.00247139	0.000390473	0.000252215	0.00272729	0.000349394	0.000930437	0.0133332	0.00591803	0.00424279	0.000793552	0.00247461	0.000997551	0.00713862	0.00895601	0.000247242	0.00921296	0.00808692	0.0016679	0.0042351	0.0286204	0.000220514	0.00147209	0.0322655	0.0140385	0.00107432	0.00358356	0.00579031	0.0303924	0.00301652	0.00221762	0.00165552	0.0130907	0.00524244	0.000517043	0.0194929	0.00128853	0.0108778	0.0400564	0.00853014	0.00399926	0.0136643	0.0147924	0.00263683	0.00725807	0.00501524	7.70086e-05	0.000483134	0.00475778	0.0046467	0.00358625	0.00497757	0.00099389	0.0212374	0.0481551	0.00422015	0.000657147	3.90808e-06	0.000443352	0.00370821	0.0275828	0.00534428	0.00273416	0.00166064	0.0453608	3.606844
9648	-2084.153	-2239.043	154.8903	0.14211	0.384486	0.615514	0.85789	1.14929	0.269106	0.0253846	0.0265958	0.0298762	0.0789064	0.112871	0.0884307	0.00925833	0.00293962	0.0301955	0.0714328	0.0792242	0.0531857	0.0439378	0.103253	0.0670287	0.0522108	0.0588826	0.00909385	0.0670944	0.22451	0.0836503	0.00903636	0.0096101	0.0205657	0.0036618	0.0010346	0.0078275	0.00125521	0.000824866	0.00136023	0.000742133	0.00171116	0.0432299	0.021742	0.017916	0.0267137	0.0094922	0.00920723	0.0161396	0.0352471	0.00733117	0.0216878	0.0689446	0.00362597	0.026034	0.0850439	0.057971	0.00648493	0.00370737	0.156919	0.00625335	0.0507625	0.00117403	0.00230383	0.0349626	0.0241872	0.00967973	0.0459102	0.121716	0.00575005	0.18493	0.0112745	0.0159878	0.0294857	0.0861013	0.0204556	0.00466411	0.00412075	0.0589708	0.0842622	0.139492	0.101774	0.0179791	0.00581575	0.00179833	0.00114106	0.00546889	0.00126812	0.0129054	0.00571963	0.0411637	0.0186453	0.0151926	0.0147783	0.0962943	0.000289607	0.184128	0.0245775	0.0285157	0.00199851	0.706264	0.208909	0.0493601	0.0354669	0.206719	0.463564	0.786742	1.27106	2.1572	4.83748	1.139841	0.0711163	0.00670835	0.00702842	0.00789534	0.0208524	0.0298281	0.0233694	0.00244668	0.000776849	0.00797971	0.0188774	0.0209364	0.0140553	0.0116114	0.0272866	0.0177136	0.0137976	0.0155608	0.00240322	0.0177309	0.0593309	0.0221061	0.00238802	0.00253964	0.00543487	0.000967696	0.000273412	0.00206856	0.000331711	0.000217986	0.000359466	0.000196122	0.000452206	0.0114243	0.00574573	0.00473462	0.00705957	0.00250849	0.00243318	0.0042652	0.00931469	0.0019374	0.0057314	0.0182199	0.000958229	0.00687997	0.0224744	0.0153199	0.00171376	0.000979741	0.0414686	0.00165256	0.0134149	0.00031026	0.000608828	0.0092395	0.0063919	0.00255805	0.0121326	0.0321658	0.00151955	0.0488711	0.0029795	0.00422506	0.00779213	0.0227538	0.00540578	0.00123258	0.00108898	0.0155841	0.0222678	0.0368634	0.0268956	0.00475129	0.00153692	0.000475242	0.000301546	0.00144525	0.000335123	0.00341048	0.00151152	0.0108783	0.00492737	0.00401493	0.00390543	0.0254475	7.65339e-05	0.0486592	0.00649504	0.00753579	0.000528143	3.784034
9684	-2092.589	-2247.856	155.2675	0.116598	0.369954	0.630046	0.883402	0.9330324	0.21102	0.0268378	0.0291676	0.00429773	0.037785	0.0986473	0.0560294	0.00672641	0.00920792	0.0464263	0.0551045	0.061351	0.024769	0.0322116	0.0791162	0.118045	0.0766269	0.0701345	0.00684306	0.0175381	0.207954	0.0746036	0.0141206	0.00692226	0.00450272	0.000370715	0.00961222	0.000251954	0.000494145	0.00360041	0.00136645	0.00672997	0.00318508	0.0340321	0.0224533	0.0196572	0.0194751	0.0117581	0.0134683	0.0139091	0.0377305	0.00576601	0.0332429	0.0383906	0.00420864	0.0469303	0.166508	0.0663138	0.0127577	0.0048825	0.168261	0.00141693	0.0301845	0.00305537	0.000924414	0.0328212	0.0158458	0.010928	0.0225728	0.140771	0.00232122	0.121933	0.0138297	0.0516365	0.0232324	0.055901	0.0352001	0.0113656	0.0102291	0.0977399	0.0500522	0.128678	0.0470072	0.0423694	0.00438228	0.0327355	0.00324205	0.00354326	0.0035318	0.0231189	0.0166506	0.0096932	0.0257148	0.0393196	0.0189223	0.107119	0.00189248	0.141	0.0549439	0.0210986	0.014042	0.519074	0.427451	0.0528131	0.000662052	0.163874	0.413918	0.759424	1.31679	2.41594	6.10226	1.307785	0.0587422	0.00747089	0.00811945	0.00119637	0.0105183	0.0274607	0.015597	0.00187245	0.00256323	0.0129238	0.0153396	0.0170784	0.00689501	0.00896681	0.0220238	0.0328605	0.0213308	0.0195235	0.00190492	0.00488212	0.0578888	0.0207676	0.00393079	0.00192696	0.00125343	0.000103197	0.00267578	7.01369e-05	0.000137556	0.00100226	0.000380382	0.00187344	0.000886639	0.00947359	0.00625037	0.00547202	0.00542134	0.00327313	0.00374921	0.0038719	0.0105031	0.0016051	0.00925391	0.0106869	0.00117157	0.0130641	0.0463511	0.0184599	0.0035514	0.00135915	0.0468393	0.000394435	0.00840254	0.000850531	0.000257331	0.00913653	0.00441104	0.00304204	0.00628365	0.0391867	0.000646162	0.0339428	0.0038498	0.0143742	0.00646726	0.0155613	0.00979873	0.00316386	0.00284749	0.0272081	0.0139331	0.0358205	0.0130855	0.0117945	0.00121991	0.00911265	0.000902496	0.000986346	0.000983157	0.00643566	0.00463507	0.00269832	0.00715828	0.0109455	0.00526744	0.0298188	0.000526814	0.0392505	0.0152949	0.00587328	0.00390892	3.592311
9720	-2078.191	-2230.206	152.015	0.176175	0.40094	0.59906	0.823825	1.512921	0.306312	0.0321332	0.0620791	0.0829005	0.08392	0.157769	0.138953	0.0115369	0.00217759	0.0445095	0.0782168	0.113192	0.0841175	0.235124	0.142907	0.135565	0.142369	0.0923823	0.000409269	0.00270887	0.298858	0.0655228	0.00154362	0.00549256	0.0190452	0.0155434	0.00273818	0.00575251	0.00800419	0.000562637	0.00206316	0.00471008	0.000235521	0.0487051	0.0392465	0.0172557	0.0142105	0.00963602	0.0152697	0.0118424	0.0432147	0.006984	0.0426262	0.0635332	0.0121263	0.0557574	0.148805	0.00832128	0.0113803	0.0230721	0.0062882	0.0725873	0.0145532	0.0338793	0.0623295	0.01665	0.00375449	0.0134095	0.0100411	0.00047383	0.0568485	0.0425457	0.0087485	0.0468206	0.0110225	0.0345049	0.0128764	0.0628711	0.10671	0.0109681	0.238752	0.00247667	0.0965197	0.0188486	0.0737971	0.00656718	0.00628345	0.0845599	0.0396282	0.186333	0.154468	0.00493688	0.0171154	0.231866	0.00369024	0.214745	0.0409807	0.0773168	0.00309083	0.14967	0.0363926	0.686544	0.108825	0.19086	0.0137706	0.234249	0.492709	0.801851	1.24711	2.0296	4.26896	1.04944	0.0581539	0.00610056	0.0117858	0.0157388	0.0159324	0.0299527	0.0263804	0.00219031	0.00041342	0.00845022	0.0148496	0.0214896	0.0159699	0.0446387	0.0271312	0.0257373	0.027029	0.017539	7.77005e-05	0.000514284	0.0567388	0.0124396	0.00029306	0.00104277	0.00361578	0.00295094	0.000519849	0.00109213	0.00151961	0.000106818	0.000391695	0.000894218	4.47141e-05	0.00924675	0.00745103	0.00327604	0.00269788	0.00182942	0.00289897	0.00224831	0.0082044	0.00132593	0.00809268	0.0120619	0.0023022	0.0105857	0.0282508	0.00157981	0.00216058	0.00438028	0.00119383	0.0137808	0.00276295	0.00643206	0.0118334	0.00316103	0.000712797	0.00254582	0.00190631	8.99576e-05	0.0107928	0.0080774	0.00166092	0.00888898	0.00209265	0.00655083	0.00244461	0.0119362	0.0202592	0.00208232	0.0453275	0.0004702	0.0183245	0.00357844	0.0140105	0.00124679	0.00119293	0.0160539	0.0075235	0.0353758	0.029326	0.000937276	0.0032494	0.0440202	0.000700599	0.0407699	0.00778027	0.0146788	0.000586801	0.0284152	0.0069092	5.26726
9756	-2080.579	-2237.24	156.6605	0.171705	0.398933	0.601067	0.828295	1.459113	0.133492	0.0165977	0.0226661	0.0153531	0.0387576	0.058976	0.021054	0.000587986	0.0065388	0.0299269	0.0871457	0.045107	0.0298883	0.0562729	0.0245425	0.0858186	0.0664712	0.0286736	0.012546	0.0402876	0.190297	0.0616011	0.0014861	0.00354287	0.00607745	0.00203064	0.00141788	0.00155999	0.00373081	0.00177916	0.00114547	0.00509089	0.00132586	0.0197414	0.00842074	0.0121108	0.00717265	0.00555634	0.00474679	0.00500618	0.00575116	0.00730787	0.00945785	0.0250295	0.00742995	0.031616	0.0640987	0.00149875	0.0261042	0.0907896	0.0598685	0.000556577	0.00511951	0.0146849	0.0056444	0.00880602	0.000740357	0.00241668	0.047866	0.0065225	0.0752928	0.0816801	0.00128998	0.00389908	0.0196356	0.0126803	0.00227382	0.000403118	0.0526253	0.000813155	0.035257	0.00186959	0.0157721	0.0188165	0.0140507	0.0359986	0.00991025	0.0044313	0.00207597	0.0544357	0.0873453	0.0195344	0.00302693	0.00452361	0.000281527	0.0594412	0.0254705	0.00683559	0.00715183	0.000846174	0.0159293	0.785662	0.129189	0.0781627	0.00698667	0.106455	0.335388	0.71118	1.40611	2.98162	9.3936	1.619695	0.0590816	0.0073459	0.0100317	0.00679507	0.0171536	0.0261019	0.00931821	0.000260234	0.00289398	0.0132452	0.0385694	0.0199637	0.0132281	0.0249056	0.0108622	0.0379821	0.0294192	0.0126905	0.00555268	0.0178307	0.0842227	0.0272638	0.000657727	0.00156802	0.00268979	0.000898734	0.000627534	0.000690429	0.0016512	0.000787429	0.000506969	0.00225315	0.000586808	0.00873727	0.0037269	0.00536008	0.00317451	0.00245915	0.00210086	0.00221567	0.00254538	0.00323436	0.00418591	0.0110777	0.00328839	0.0139928	0.0283691	0.000663326	0.0115534	0.0401822	0.0264969	0.000246333	0.00226582	0.00649931	0.00249813	0.00389742	0.000327671	0.00106959	0.0211848	0.00288676	0.0333235	0.0361504	0.000570927	0.00172568	0.00869044	0.00561212	0.00100636	0.000178414	0.0232912	0.000359891	0.0156042	0.000827452	0.00698051	0.00832793	0.00621864	0.0159325	0.00438613	0.00196123	0.000918793	0.0240925	0.0386578	0.00864565	0.00133968	0.00200208	0.0001246	0.0263078	0.0112729	0.00302533	0.0031653	0.000374504	0.00705006	2.25945
9792	-2096.769	-2253.352	156.5833	0.179621	0.402462	0.597539	0.820379	1.555853	0.142098	0.0218613	0.0547613	0.018732	0.056286	0.097957	0.0661742	0.00228583	0.00915052	0.0371831	0.0707457	0.0445086	0.0140935	0.0831996	0.0411214	0.0482294	0.0720904	0.0213877	0.0130492	0.0417255	0.0797183	0.0331885	0.011193	0.00281806	0.00483898	0.000492693	0.000458055	0.00735409	0.00176279	0.000281354	0.00114698	3.82384e-05	0.00869571	0.0220227	0.0230509	0.0119882	0.0119542	0.00270169	0.00339484	0.0075544	0.0285562	0.00877962	0.0217606	0.0245996	0.00877939	0.0314636	0.0614897	0.00130639	0.0170532	0.0650244	0.0171987	0.00800451	0.00137843	0.0497874	0.0112663	0.00745536	0.0029742	0.00718535	0.038461	0.00505433	0.069177	0.048025	0.00773709	0.0184698	0.0155694	0.00952213	0.00514879	0.000141729	0.00655291	0.00223309	0.0592044	0.00391598	0.00829992	0.0170349	0.0179999	0.036129	0.0050453	0.0156338	0.00291847	0.0388248	0.107752	0.00983043	0.00570248	0.00414055	0.000666522	0.0669399	0.075499	0.0232527	0.00506395	0.0124628	0.0805594	0.900363	0.0394438	0.058859	0.00133465	0.14199	0.385971	0.743041	1.34582	2.59087	7.04274	1.411428	0.0594968	0.00915338	0.0229287	0.00784316	0.0235671	0.0410149	0.0277074	0.000957084	0.00383135	0.0155687	0.0296215	0.0186359	0.005901	0.034836	0.0172177	0.0201938	0.0301845	0.00895511	0.00546376	0.0174706	0.0333783	0.0138962	0.00468653	0.00117993	0.0020261	0.000206292	0.000191789	0.00307918	0.000738084	0.000117804	0.000480246	1.60105e-05	0.00364092	0.00922097	0.0096515	0.00501951	0.00500527	0.0011312	0.00142143	0.00316305	0.0119566	0.00367606	0.00911122	0.0102999	0.00367596	0.0131739	0.0257459	0.000546988	0.00714022	0.027226	0.00720114	0.00335152	0.000577154	0.0208462	0.00471724	0.00312158	0.00124531	0.00300853	0.0161038	0.00211626	0.0289647	0.0201082	0.00323955	0.00773338	0.00651896	0.00398695	0.00215582	5.93423e-05	0.00274373	0.000935003	0.0247891	0.00163963	0.00347521	0.00713258	0.00753663	0.0151273	0.00211248	0.00654591	0.00122197	0.0162561	0.0451163	0.00411604	0.00238765	0.00173366	0.000279075	0.028028	0.0316117	0.009736	0.00212029	0.00521823	0.0337305	2.388326
9828	-2081.306	-2238.314	157.0083	0.175675	0.400718	0.599282	0.824325	1.506798	0.141076	0.00851102	0.0140471	0.0136259	0.0569564	0.0441993	0.0641164	0.0020539	0.00128984	0.021048	0.0341574	0.0516781	0.0290546	0.0362447	0.01376	0.0971631	0.0934674	0.0113932	0.00247467	0.0120686	0.0527327	0.0390346	0.00695362	0.0016296	0.000778126	0.000620481	0.00144136	0.00286865	0.00131549	0.000324848	0.00128267	2.33357e-06	0.00697496	0.0113837	0.0138897	0.00679193	0.0103314	0.00243283	0.00603835	0.0161547	0.0254169	0.000541412	0.0117373	0.0192432	0.00592449	0.00393274	0.0472812	0.00138972	0.0335499	0.0829374	0.0371664	0.00874048	0.000865014	0.00334407	0.0147462	0.00318846	0.00380352	0.00101815	0.0316098	0.0035887	0.0437244	0.096845	0.00129968	0.019443	0.0375559	0.0254351	0.0026515	0.00478995	0.03037	0.000293786	0.00846129	0.00186533	0.00309529	0.0197169	0.00912849	0.0578854	0.00899187	0.0189436	0.00200963	0.0270621	0.109156	0.00379574	0.00109196	0.00287735	0.00044572	0.0148227	0.0359643	0.0119526	0.0149941	0.00192567	0.0419532	0.733955	0.0760246	0.166592	0.023429	0.0911466	0.31093	0.694577	1.43973	3.21616	10.9713	1.731957	0.0730985	0.00440999	0.00727854	0.00706027	0.029512	0.0229019	0.033222	0.00106423	0.000668332	0.010906	0.0176987	0.0267771	0.0150547	0.0187802	0.00712976	0.0503452	0.0484302	0.00590338	0.00128225	0.00625335	0.0273235	0.0202258	0.00360303	0.000844376	0.000403187	0.000321503	0.000746841	0.0014864	0.000681624	0.00016832	0.000664618	1.20914e-06	0.00361408	0.00589847	0.00719699	0.00351925	0.00535321	0.00126057	0.00312878	0.00837059	0.0131698	0.000280533	0.0060817	0.0099709	0.00306978	0.00203775	0.0244988	0.000720086	0.0173839	0.0429741	0.0192578	0.00452889	0.000448208	0.00173273	0.00764076	0.0016521	0.0019708	0.000527558	0.0163786	0.00185949	0.0226559	0.0501803	0.000673428	0.0100744	0.0194596	0.0131792	0.00137388	0.00248192	0.0157362	0.000152225	0.00438423	0.000966522	0.00160383	0.0102163	0.00472994	0.0299934	0.00465915	0.00981562	0.00104129	0.0140222	0.056559	0.00196677	0.000565798	0.0014909	0.00023095	0.00768038	0.0186349	0.00619323	0.00776923	0.00099779	0.0217381	1.929939
